,review,sentiment
13726,"I loved this movie. It is a very simple plot and from what I understand it is based on a true story. Growing up in the 80's with hard rock/hair metal may have something to do with my love of this film but even aside from the music it is a really fun movie to watch. Give it a try, you will like it unless you are the hardest of critics and only like movies of ""Citizen Kane"" caliber.",positive
10654,"A look at three geishas who are way past their prime. Now they look back on their pasts with fondness and bemoan their present. Kin (played by Floating Weeds' Haruko Sugimura) has sworn off men and has made a good living as a moneylender; everyone on the block owes her. The other two, Nobu and Tamae, wish they could land husbands, but are not foolish enough to believe they ever will. Meanwhile, their children - one has a son and one a daughter - are both about to get married (not to each other). Tamae is irked at how much prettier her daughter has become than her, and bitterly tries to convince her not to marry the man. Nobu's concerns about her son are more legitimate in nature, but they are also (understandably) self-serving. After her son leaves, she'll be alone. A bit into the film, two of Kin's former clients come looking for her, one a man so obsessed with her that he tried to get her to commit double suicide with him, the other one of her handsomest clients. Unfortunately, he comes for her money, not her love. The way I've described the film makes it sound unrelentingly depressing, but it's really not. Sad, but not fatally so. It's more bittersweet. Unfortunately, I only marginally liked Late Chrysanthemums. The story seems better when I look back on it, but it is very slow and dull. I actually nodded off twice during the film, and I wasn't at all tired before I started it. This is the kind of film that I can appreciate more than like; it reminds me very much of my reaction to a couple of Ozu's more famous films. 7/10.",positive
14268,"This movie stunk. There is not much more to it. The final fight looked like Walker taking on my grandmother, not some supernatural demon with the strength of ten men. I found the commercials more interesting. The plot twists and jokes could be seen coming a mile away. The only redeeming quality of this film was that it ended. Avoid this at all costs...unless you enjoy bad Chuck Norris movies.",negative
25433,"This is a truly terrible film.<br /><br />I'm only writing this so that some people somewhere are put off watching it. If I have stopped one person from wasting some of their precious life watching this film I shall die happy.<br /><br />Unutterably dull, although since it stars Al Pacino I was fooled into thinking that at any moment something interesting was going to happen. Then the credits rolled, and I realised I had been completely fooled into watching this unbelievable drivel.<br /><br />I cannot believe that this film has achieved as high a score as it has at IMDb (over 5 stars when I last saw the voting). Are you people voting ironically?<br /><br />Please, please, please do not watch this film!",negative
12584,"This movie has not aged well. Maybe it's just the impact and artful characterization, acting, and directing that we've seen with The Sopranos, but I just viewed Prizzi's Honor for the first time, on DVD, alone.<br /><br />The experience of watching it with an audience 24 years ago must have been quite different, but I have to say, I was just appalled at the ending. Not just the violence of it, but the mere idea that somehow this would be a satisfying ending.<br /><br />I enjoy a good shocker, but this seemed so out of character... Also, when was this move supposed to be set? The cars all seemed like they were from the 1960s, and yet the World Trade Center towers {completed in 1973} were clearly visible in many cityscape scenes.<br /><br />Another way in which the film has aged poorly is the mere idea that a passenger could travel coast to coast with a knife on his person.<br /><br />Somehow, mid-1980s audiences found this film charming and funny. Mid-eighties, meet the late oughts: only of you can live.",negative
22067,"Ah, the sex-and-gore movie. It's too bad they don't make these anymore (unless you live in Japan). But if they all turned out like this, that is not a bad thing.<br /><br />The movie basically consists of the two lovely vampires picking up ""johns"" along a country road, taking them home to their castle, having crazy sex with them, and then eating them (except the first victim, who they keep around for no particular reason). Things are complicated when a woman camping with her husband becomes too curious about these mysterious women she keeps seeing. It gets real ugly from here. By the end, the two vamps are in such a bloodlust that they're eating everything in sight, and manage to let their captive victim escape. Oops, so much for that secret existence.<br /><br />The fact that the two vampyres don't mind taking their clothes off and fooling around with each other is the only thing this movie has going for it. Otherwise, it's a bloody, confusing mess (why is their tomb so far away from their castle?), watchable only for the scant few minutes of vampyre playtime. The only thing I got out of this movie was these two valuable bits of advice: shooting lesbians will not kill them; it will only turn them into vampires, and, don't pick up hookers along a country road; they are probably vampires. Other than that, it really wasn't worth my time.",negative
26255,"I saw this movie in 1979, I was 17 or 18, when it was released. The theater was perhaps 1/4 full when the movie started. Ten minutes into the movie me and the friend who went with me to see the film were the only two people in the theater. The movie was really weird and had no plot or reason to its script and people demanded their money back. We decided to stay for the ENTIRE movie.... why endure such torture??... here's why. We wanted to be true movie critics... to have a standard to base all other movies on it is hard to justify saying you have seen the best movie (a 10)they always come up with something better. But, it is easy to be able to base all other movies off of the worst movie ever made (and this is it... a 1 at best). There may be other movies out there that truly qualify as a 1, but I have yet to see them. I now base all movies I see on a scale based on this worst....I AM A TRUE MOVIE CRITIC...he he.",negative
9119,"By Randolph Scott standards of the 1950s, this is a disappointing and heavy-handed star western. Two or three of the characters could be dispensed with, while two or three other characters could be given more prominence. (The humour needs to be completely rewritten.) De Toth handles the action well - as always - but his grasp of the overall narrative is weak.",negative
25376,"this is an honest attempt to make a bewitchingly sweet love story. the obvious inspiration behind the successful TV series ""Bewitched,"" this lovely sweet rom-com is a timeless treasure. the comparisons are obvious. jimmy stewart plays a hapless but stolid ""straight."" kim novac plays a voluptuous blond witch who captures him through the use of a love spell. but when that spell is broken by a stronger witch, she contents herself with the duties of running her own shop and takes comfort in the fact that her beloved pyewacket (her feline familiar) is being cared for by her beloved aunt. you'll recognize the aunt from ""Murder by Death."" this movie is fun and touchingly sweet, bearing some spectacular wit and a nice witchy feel. worth a look.",positive
48531,"""Radiofreccia"" is still a good surprise in Italian cinema. The film is based on a book of Italian songwriter Luciano Ligabue, who also directs the movie and writes the music score -of course.<br /><br />The film is a portrait of north Italian province life, in the Emilia Romagna region. We're in 1975, the time of the first free radios -one of the boys of the movie creates ""Radioraptus"". Youth wishes, friendship, love, sex, individual dramas and unemployment are among the themes, but the film speaks also about drugs -Freccia, the main character, is a victim of heroin slavery.<br /><br />Without being boring and moralist, the story flows very well; the spontaneity of actors is strong and the way of directing as well. Obviously Luciano ""Liga"" Ligabue is neither Fellini nor a movie professional, first of all he's a musician. But he succeeds in making a good product. Unfortunately he'll not repeat the success with his second movie ""Da zero a dieci"" -not good at all.<br /><br />In ""Radiofreccia"" actors are generally not very famous, the only star is Stefano Accorsi -one of the most popular young Italian actors. See in a small role another Italian songwriter -Francesco Guccini, he's the nice communist barman and football trainer!",positive
17024,"The kind of B-movies from the 1950's that were schlocky yet so much fun are to what Predator Island pays homage. Filmed in Connecticut, Predator Island is set on an island called with a lighthouse Hell's Beacon which is inhabited by only the couple who tends the lighthouse. In typical 1950's sci-fi fashion after a half dozen young adults crash their boat into the island's rocky shore hideous creatures from outer space invade the island after a meteor hits nearby. The creatures start both inhabiting the bodies of their victims as well as devouring them. Lots of cursing and lame comebacks are the primary form of dialogue in this movie. It is so hokey that you just have to laugh at times. If you are looking for a movie that is stupid, but in a fun way, then this one fits the bill. <br /><br />Interesting note: I appear in the film as a dead body in the far background of the final scene. During filming they needed about 50 extras, yet around 300 people showed up for the opportunity. They eventually used nearly 200 of them.",negative
47541,"I read Holes in 5th grade so when I heard they were doing a movie I was ecstatic! Of course, being my busy self, I didn't get chance to see the movie in theaters. Holes was at the drive-in just out of town but, alas, We were just too busy. I was surprised to hear that all my friends had seen it and not one of them had invited me! They all said it was good but I've read great books that have made crappy movies so I was definately worried.<br /><br />Suddenly the perfect opportunity to see it came. It was out that week and my parents were going on a cruise and I was left to babysit. My sister, who is 9, and I watched it and absolutely loved it! I then took it to the other people I was babysitting's house and their kids, 9 and 4, liked it too. Even my parents loved it and they're deffinately movie critics. Overall, I recommend this movie is for anyone who understands family morale and and loves a hilarious cast! This movie should be on your top 5 ""to See"" list!!!!",positive
12903,"Hello everyone, This is my first time posting and I just love the movie No child of mine and I could watch it over and over!! well I taped it a long time ago like a few years ago and I dropped it and broke it and I haven't seen it in a few years!! could any one please tell me when it will come on again!! I would really appreciate it alot!!You can email me if you want to cause that is my favorite movie of all including Empty Cradle to and if anyone knows when that comes on to PLEASE let me know,I would really appreciate it ALOT!!!<br /><br />",positive
30702,"The makers ask for a huge suspension of disbelief, you grant them it in the hope that given a little time they'll convince you it's possible. Alas, with TV movies it seems as though they specifically set out to make cheap Cosmo questionnaire films. With a small budget and big claims you should spend every penny on the details to convince the audience. Not here though. The film gets a few points for the good performance the two leading ladies give against the odds, but unfortunately it's not enough to save the day. oh, and the less said about the ending the better. Happy Film-Viewing Everyone !",negative
42158,"This is not as funny and gory as the DVD box claims. I really love twisted and wierd movies, but this one is really just dull! It's one hour of ripped off penises, flying Baby Born dolls and a lot of rape! I think the intention with this amateur sleaze, was to make a It's-so-bad-it's-good movies, but it fails. It's just bad! A few scenes are ok, but in whole it's a mess. If you like amateur splatter like this one (Only way better) I would recommend Andreas Schnass' Violent Shit 2 and 3.",negative
23344,This was the most thought-provoking capital-punishment movie ever! It refused to seem one-sided and the emotions felt throughout the story are as real as it can get. This movie had one of the most 'human' (And I use this term in a good way) compassionate religious character ever! This movie actually caused me to go out to find and read the book (Which is rare for me). Sister Helen exerted more of a spiritual tone than a religious(Which is also rare). And it presented both sides to the issue so that people on both sides who watched the movie wouldn't feel that a point was left out. And we have the director to thank for that. This is not a film for entertainment. But it is film that delivers a message that can reach to the core of your heart. I can't think of another film like it.,positive
42356,"Add this little gem to your list of holiday regulars. It is<br /><br />sweet, funny, and endearing",positive
24674,"If anything, William Girdler was an opportunist who wanted a piece of the action in regards to whatever was popular during the time. I mean, a blaxploitation flick in Louisville, Kentucky..who would of thunk it?!?! I can just imagine the enthusiasm he must've had getting Pam Grier, quite a hot item, to star in his picture. If you are pretty familiar with the genre, Girdler's Sheba, Baby doesn't necessarily stray too far from formula. Despite a change of venue, the film still deals with a ruthless businessman nicknamed Shark who muscles in on loan companies, using stooges to threaten them in order to get their signatures. <br /><br />Grier is Sheba Shayne, a former Louisville cop working in Chicago who returns home at the request of her father's partner, Brick(Austin Stoker, Assault on Precinct 13). Sheba's father, despite Shark's bullying tactics(..his man in town is Pilot, a wannabe gangster, equipped with stooges who aren't that menacing, rather buffoonish in nature, so thin-skinned they hire hit men outside of town to shoot up the Shayne Loan building), won't give up his company, and this eventually costs him his life when a warning through the use of brute force, leads to his being killed. Sheba will get her revenge on all those responsible for his father's death. In other words, Shark's ass is grass..can you dig it? <br /><br />Seeing Grier with a magnum is enough to sell this particular film, the novelty of the setting being in Louisville is part of the package. You even get to see a speedboat chase, Grier in shootouts with gangsters(..not necessarily the most polished kind one might be accustomed to seeing in a Chicago or New York during this period in blaxploitation), lots of blood spurting from bullet-riddled bodies torn apart by gun-fire, and colorful characters(..such as a wimpy loan shark in pimp-dress named Walker and Pilot who is one of the least scary mobsters you are likely to see)who show up during the film, most having the misfortune of coming in contact with a very angry Sheba. The plot itself is nothing special, but Grier is always worth watching, and Girdler orchestrates plenty of action sequences to keep his target audience entertained. A modest success for Girdler, and one of his more accomplished films.",positive
3218,"<br /><br />Her Excellency Madam Shabana Azmi has worked in countless movies over life time. I think best is yet to come.<br /><br />Fire is ok.<br /><br />But still good days are yet to come.<br /><br />Hopefully, in Water I will be able see her better.<br /><br />Thanks and Regards.<br /><br />PS: India doesn't have a director to make best use of her.",positive
12997,"""The Kennel Murder Case"" starts off at a run and doesn't stop until the very end. Everybody had reason to kill the victim, and several people tried. William Powell is terrific as Philo Vance, gentleman detective. Mary Astor is refreshing as the put-upon niece who only wants to marry her Scottish gentleman and enjoy her inheritance. This movie comes paired with ""Nancy Drew, Reporter"" on DVD, which is also fun. If you have to rent the disc (or check it out from your local library), do it. It's pure entertainment!",positive
39225,Me and my friend rented this movie for $2.50. And we both agree on one thing:<br /><br />THIS IS THE WORST MOVIE EVER MADE!<br /><br />Also me and my friend counted 475 face shots. (Which makes up 95% of the movie).<br /><br />So in other words: DO SEE THIS MOVIE UNLESS YOU LIKE WASTING MONEY! And I do!<br /><br />,negative
46312,"I finally managed to see this movie...after so many years of expectancy...<br /><br />I was so curious to see if this movie it is as bad as some people say..<br /><br />And my opinion is that this movie it wasn't bad at all,on the contrary it was AMAZING...<br /><br />I enjoyed every second from it...from the beginning until the end...<br /><br />The actors were great they sent me the feeling that i was living the story at the same time as the movie was playing...<br /><br />The landscapes were so beautiful were the film was shot...and it did charmed me.. Also the music was extraordinary and i have nothing<br /><br />to reproach..<br /><br />I think that the plot was very original i don't think that i saw a movie like this...<br /><br />It is a shame that it isn't recognized all over the world..to bad for those who didn't get the chance to see it. i give this movie 10/10",positive
49946,"One of the greatest lessons I ever had in how to watch a movie happened this way: <br /><br />I was working in Roger Corman's offices, like so many other wanabees before and since, I was interning and trying to figure out how it all worked and how to make myself indispensable (hah!). One afternoon Julie Corman, Roger Corman's wife and a producer in her own right, asked me to load up a tape. I'm not sure why she wanted to watch it. I got the impression it was a student film or a show reel, something like that, some sort of calling card. Whatever the reasons she had to see it, the only free video machine in the offices at the time happened to be in the room I was working in, and I was the nearest person to the machine. I started the tape.<br /><br />Fade in: On screen a figure sat at a desk facing the camera. Behind him, screen left, was a door that opened into the room. Against the far wall was a coat rack. A second character entered through the door and started talking. The first character, the guy at the desk, turned round to reply, (this is all one take, static camera, there are no cuts pans or dolly shots. Just one locked off camera). The second character turned to hang his coat on the coat rack and delivered his next line. Julie Corman said ""I've seen enough."" and left the room.<br /><br />What she had seen in the ten seconds of footage she had watched was that the director was an idiot. Opening with two characters who immediately turned their backs to the camera delivering lines? Nope, sorry. Next! That's how long you've got. Ten seconds. Cock it up in the opening shot and you are dead.<br /><br />I was reminded of that moment while I watched the opening of this piece of crap. After an interminably long travelogue of jungle we see several monkeys apparently throwing themselves into cages. A man carrying a gun laughs. A jet liner lands and we see it taxi the whole way to the terminal. God this is boring! Cut to the interior of the Airport. Two men meet. Aha! Something is happening! They shake hands. Cut to a different angle of the two men -<br /><br />- and the director crosses the line.<br /><br />The first two shots of the movie that have any kind of spatial relationship with each other and the guy has cocked up. 'Not Crossing The line' is one of those basic rules of movie grammar that keeps the characters from jumping about from side to side on the screen and confusing the audience. Audiences don't like to be confused. Mystified? Baffled? Puzzled and intrigued? Yes. Audiences love all of those. Confused? No. You loose them. They walk out. 'Not Crossing The line' is one of those things they pound into you at film school, or should. It's basic stuff. It's not an inviolable rule (there are no inviolable rules) directors break it all the time - but not on the first real cut of the movie.<br /><br />I thought, ""I've seen enough"". And switched off.",negative
21472,"As gently as I can, I sincerely believe this movie is a waste of time. I did not find it the 'warm, emotionally satisfying' film others did. I found it boring, with music that distracted from the film. The story was thin, the characters overdrawn, and the direction pedestrian.<br /><br />Fooey.<br /><br />Now I'm going to write some more about this movie, so I make the 10 line minimum. There really isn't more to be said and brevity is important, but IMDb has its minimums, so here goes.<br /><br />Young eager kid finds nascent talent, seeks time with aging, embittered mentor in spite of father's cartoonish homophobia. Aging, embittered mentor turns out to drink a lot and teach very little. conflict arises. While I don't think this is a spoiler, I've added the warning in case someone feels this much information is too much. <br /><br />Mostly, I just found the film boring and pretentious. A waste of my time. I honestly don't understand what little fuss there seems to be, mostly on this web site, about the transcendent quality of this movie. I think it's really worth avoiding. But, as Dennis Miller used to say, ""Maybe I'm wrong.""",negative
1074,"It is hard to believe that anyone could take such a great book and and make such a terrible movie.<br /><br />Imagine King Kong being recast as an organ grinder's monkey and Fay Wray's part being played by a young boy. How about Elton John as Rambo!!!!.This movie is even worse than the TV remake of The Night of the Hunter.<br /><br />By using the title Watchers and Dean Koontz's name the makers of this movie should be sued for fraud by readers of the book who expected a reasonably accurate adaptation of the book.<br /><br />Read the book, I have never talked to anyone who didn't like it. Another good book is The Winner by David Baldachi.",negative
11866,"Late one night on Tom Snyder's ""Tomorrow"" Show, I watched Tom ask his guest Henry Morgan what he considered to be 'perfect.' Morgan responded, ""Anything with Glenda Jackson."" And although I wouldn't consider this film to be perfect, it does bear out that notion very well. I was about to use the cliché' about Hollywood not making pictures like this anymore, but then I just saw, ""Up in the Air,"" another intelligent film about 2 people over the age of 35 who fall in love. That's where the similarities end, though. ""House Calls"" is just sheer fun watching 2 pros like Matthau and Jackson hit it off and seem completely natural while they're at it. I saw this film in the theater in 1978 (at the ripe old age of 18) and it took me another 20 years to get all of the jokes. Any film that can make punch lines out of 1920's tennis great Bill Tilden, and British Prime Minister Neville Chamberlain wouldn't play too well at the megaplex these days. One other thought: the original theatrical release featured a 'walk on the beach / fall in love' montage set to The Beatles/George Harrison tune, ""Something."" It seemed a bit forced at the time, but that song has since been swapped out for a rather generic Henry Mancini music cue for subsequent home video and cable release. Too bad, because that scene just lays there now, another victim of music licensing Hell.",positive
876,"For a long time, 'The Menagerie' was my favorite 'Star Trek' episode though in recent years it has been eclipsed by 'City on the Edge of Forever.' What I used to prefer about 'Menagerie' was that it's more hard-core Star Trek with this fascinating back-story to the then-current Trek storyline. I still think it's fairly ingenious the way Gene Roddenberry incorporated the original pilot into a two-part episode. Though the 'new' part of the story is largely an excuse for Kirk and a few others (and us) to watch the pilot, the idea of Spock being court-martialed is a clever one. You can poke holes in the plot if you want. For instance, given the Talosians' mind-control abilities and Captain Pike's condition, why is it even necessary to physically bring Pike back to their planet? And there are other confusing questions about Pike and Commodore Mendez... best to not think too hard about the details and just enjoy ST's only two-parter.",positive
24133,"This subject matter deserves a much better script, and final result, than this movie serves up. The script is full of holes because it was never conceived as a story, but rather a string of nightmare scenarios loosely knitted together. The gaps and loose ends in the story line are numerous. The scene where the kidnap victim is told that her parents are not dead, and have been looking for her since she was taken, is just bizarre. It is written as a cathartic therapy moment with the head of the shelter for runaways handing her a ""missing poster"" from when she was eight. In the real world, if the head of a shelter for runaways found out that he had, under his roof, a solved kidnapping, what would have followed would have been an immediate call to the police. It's a law enforcement issue not a 12 minute segment for Oprah. Everything that follows from there to the end is so short shrift that I can only conclude that the first 90 minutes was for pure gratuitous exploitation. Funny, that's what this movie is supposed to be condemning. In the end it seems to have joined in.",negative
32151,"Had I known to what I was submitting myself, I would have fled from the theater. The film is dreadful, in the literal sense of the word. Despite striking images, intriguing locales, and a subject matter that might have been fascinating, the film is dead.<br /><br />I was unfamiliar with this period of Greek history, and prepared to experience a great film. The filmmakers's hand is heavy. it is not enough to see a train going by; we must watch it from afar, we must watch it car by car, we must see the smoke, we must see it slow down, and we must see it stop. The director's approach is didactic. Likewise, the characters that he creates never develop, they never change. They are so stereotypic that we wonder, are they meant to be Everyman? Everygirl? Everyoldmusician? Is there some point to this allegory? It is the most pretentious film that I have seen in a long while.",negative
43622,"At first this looked like a boring comedy like The Odd Couple, but when I got into it it turned out to be a really funny film. Basically forgetful ex-comedians Willy Clark (Golden Globe winner, and Oscar and BAFTA nominated Walter Matthau) and Al Lewis (Oscar winning, and Golden Glove nominated George Burns) were a great comedy duo, and a brought back together to revive their hospital sketch for a TV show. Willy's nephew, Ben Clark (Golden Globe winning Richard Benjamin) is confident they can get together again with no hard feelings for each other, how wrong he is. They cannot get on all the time, they are both forgetful, especially during conversation, but they do it eventually. Also starring Lee Meredith as Nurse in Sketch (Miss McIntosh), Carol DeLuise as Mrs. Doris Green, Al's Daughter, Rosetta LeNoire as Odessa, Willy's nurse and Muppets from Space's F. Murray Abraham as Mechanic. I think the best line of the film is Burns mentioning that Matthau called him ""a son of a bitch bastard"". It was nominated the Oscars for Best Art Direction-Set Decoration and Best Writing, Screenplay Adapted From Other Material, it was nominated the BAFTA for Best Screenplay, and it won the Golden Globe Best Motion Picture - Musical/Comedy, and it was nominated for Best Screenplay. Very good!",positive
2322,"After reading the other tepid reviews and comments, I felt I had to come to bat for this movie.<br /><br />Roeg's films tend to have little to do with one another, and expecting this one to be like one of his you liked is probably off the mark.<br /><br />What this film is is a thoughtful and unabashed look at religious faith. The only other film like it-in terms of its religious message-would have to be Tolkin's `The Rapture.'<br /><br />I am astonished that anyone could say the story is muddled or supernatural. It is a simple movie about Catholic faith, miracles, and redemption--though you would never guess it till the end. It is also the only movie I can think of whose resolution turns, literally, on a pun.<br /><br />As a (happily) fallen Catholic myself, I know what the movie is about, and I find a sort of fondness in its ultimate innocence about the relation between God and man. But if you are not familiar with the kind of theology on which the film is based, then it will go right over you head.<br /><br />As a film-as opposed to a story-`Cold Heaven' it is not ground-breaking. While `The Rapture' is heavy with pictorial significance and cinematic imagery, `Cold Heaven' downplays its own cinematic qualities. There are no striking shots, no edgy effects, no attempts to fit the content to the form. It is workmanlike shooting, but subdued. Nor does it have dialogue or acting to put it in a class of high drama. It is a simple story that unfolds simply. It may seem odd; but at the end the mystery is revealed. It looks ambiguous; but with a single line the ambiguity vanishes in a puff of Catholic dogma.<br /><br />In this regard, `Cold Heaven' has at its heart exactly the same sort of thing that drives a movie like `The Sting,' or `The Sixth Sense,' or `Final Descent,' or Polanski's `A Pure Formality.' All of these are films with a trick up their sleeves. They may frustrate you along the way, but they have a point-an obvious one, indeed--but the fun is, at least in part, in having been taken in.<br /><br />Still, even if it seems like little more than a shaggy dog story with a punch line, it is worth watching for way it directs-and misdirects-you. Try it-especially if you are, or have ever been, a Catholic.",positive
2015,"I got stuck in traffic (I live in Sicily) on the way to the theater (at a military base) to see Superman Returns, was 15 minutes late, and the only other movie playing was ""See No Evil"", there was no poster up for it, and just a short description of the movie on the schedule...but my girlfriend and I decided to check it out...As soon as I saw it was produced by WWE I just knew it was gonna be awful. The few people in the theater were laughing most of the time, and it was the first movie that I honestly considered walking out on, and I've seen ""The Ringer""...okay, I would have walked out of that one, but I was too busy sleeping. The death of the bad guy at the end was pretty good, but other than that, it was just stupid.",negative
40831,"SPOILERS<br /><br />This movie was rented as a joke, and what a joke it was. The film is based on a dog catcher who is looking for El Chupacabra. The dog catchers outfit is so ridiculous. It looks like he sewed the patch on his hat and for some reason he shows of his ""muscles"" by rolling up his sleeves. Throughout the movie, mostly at night, you can see how bad the lighting was. They are in a car which is brightly lit and they are driving in pitch black. Often you can see the camera man's shadow on the ground. The costumes are terrible, the lighting is terrible, and the acting is terrible. This is a good movie for a laugh...maybe.",negative
33711,"(possible spoilers)<br /><br />Someone once asked Dr. Seuss if they could secure the movie rights to his 1957 Christmas classic How the Grinch Stole Christmas. He turned them down, insisting that no one could do better than the marvelous Chuck Jones TV special from 1966 (also in mind, perhaps, was his bitter experience writing the script to 1953's The 5,000 Fingers of Dr. T). When the good Dr. died in 1991, his widow, Audrey Geisel, still obstinately refused to sell the movie rights. But with the commonplace use of CGI effects becoming a reality, Mrs. Geisel had a change of heart. Universal made her a generous offer she accepted; she also accepted the casting of Jim Carrey as the title character. Supposedly she was satisfied with the final result. Well, Mrs. Geisel, that makes one of us.<br /><br />The film was given a $123,000,000 budget (which is more than even Heaven's Gate cost, including the adjustment for inflation), which obviously went towards the very elaborate makeup, set design, and special effects (which are undermined<br /><br />somewhat by the rather hazy cinematography). Unfortunately, it seems that none of that money was set aside to get a better script than what Jeffrey Price and Peter S. Seaman (scribes of Who Framed Roger Rabbit?, which made much better<br /><br />use of a high budget) turned in. Whereas the TV special was a trim 26 minutes without commercials, this film tries to fill a running time of 105 minutes with more background information about the Grinch. It turns out that, as a child, he was the subject of ridicule, including an especially humiliating experience one Christmas at the age of eight. So it turns out that everything that ails our poor Mr. Grinch is directly because of the Whos. Trouble is, it seems like a rather long 105 minutes, with too much dead wood clogging up the story. That might not seem so bad if only the Grinch were a little more...well, Grinchy. The character that Dr. Seuss wrote and Chuck Jones later animated was a sly fox whose slick attempts to hijack the holiday season were undermined by his sudden change (and exponential growth) of heart. Carrey's Grinch is a loud, hyperactive oaf and, at times, a thug who, when made the holiday `Cheermeister,' trashes the Whoville town square in anger<br /><br />(hopefully the scenery tasted as good as it looked). This undermines the script's attempt to make the Grinch more sympathetic, with all the Whos down in Whoville so unsympathetic (at least in this interpretation).<br /><br />The Whoville of Dr. Seuss's vision was a small town populated by honest folk who knew in their hearts the true meaning of Christmas. The Whoville of the movie is a rather noisy and crowded place populated by spoiled, selfish, materialistic ninnies; an obvious attempt to comment on American consumerism. This is offensively<br /><br />hypocritical inasmuch as the film industry has benefitted greatly from American consumerism, and as this film contributed to it with a huge merchandising<br /><br />campaign.<br /><br />The film also expands and redefines the character of Cindy Lou Who, a small but crucial character in the original. The innocent two-year-old waif who walked in on this spurious Santa is now older and wiser, constantly questioning the false values of the Whos and trying to understand the Grinch's point of view (her one major scene from the original is re-enacted, making it seem out of character). She<br /><br />seems to be the only one who would ever know that Christmas is more than just gifts and decorations, thus making her a completely different, and more annoying, character.<br /><br />Those who celebrate Christmas should sooner accept a lump of coal in their<br /><br />stockings on the morning of December 25 than a copy of this overlong, overacted, excruciatingly tedious, ham-handed, crude attempt to turn the children's classic into a feature film. It proves once and for all that darkness, vulgarity,<br /><br />manipulation, and heavy-handedness are inadequate substitutes for charm, wit, sincerity, and heart. The folks at Universal should get down on their collective knees and thank God that this truly bilious $123 million stink bomb grossed $260 million domestically or they'd not be here today. Furthermore it made Mike Myers' The Cat in the Hat possible!",negative
29520,"As a spiritualist and non Christian. I thought i really was going to be holding onto my faith, but what a load of i seers. I thought the film would have great arguments, but only got one sided views from Atheists and Jews??? And who are all these street people he's interviewing who don't know the back of their arm from their head. Where are the proper theologians and priests and stuff he could have got arguments from. Not retired nuts who wrote books and finished their studies in 1970. Personally this DVD was a waste of time and not worth my time to check if the facts are right or wrong or if i should or should not believe because an anti-Christ told me so. Please to think he came up with the conclusion of not finding God because his own ego and demons got the better of him. No im not going to say the movie was stunning to help atheists reading this feel better about themselves. But if you really want to show the world you care about us poor souls who believe in Jesus then entice us with your worth, not your beating off the drums.",negative
